# TEST CONFIGURATION BEGIN
# File Stream: filename: ch_Z_lagged3.csv  -  n_targets: 1
# [ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10] Pipeline: ArbitratedEnsemble: - ensemble_size: 10 - meta_error_metric: MAPE
# Prequential Evaluator: n_wait: 1 - max_samples: 3000000 - max_time: 10000000 - output_file: ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10.csv - batch_size: 1 - pretrain_size: 10 - task_type: regression - show_plot: False - metrics: ['mean_square_error', 'true_vs_predicted']
# TEST CONFIGURATION END
id,mean_mse_[ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10],current_mse_[ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10],true_value,predicted_value_[ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10]
545,0.051724,0.051576,0.197519,-0.029586
546,0.051671,0.023440,0.210062,0.056961
547,0.051576,0.000208,0.206728,0.192307
548,0.051486,0.003089,0.159259,0.214834
549,0.051456,0.035633,0.362076,0.173308
550,0.051515,0.083220,0.647352,0.358873
551,0.051433,0.007112,0.640512,0.556181
552,0.051439,0.054426,0.785331,0.552037
553,0.051646,0.164139,1.120815,0.715675
554,0.051636,0.046614,1.222055,1.006151
555,0.051791,0.136148,1.376940,1.007959
556,0.051814,0.064322,1.467580,1.213962
557,0.051733,0.007156,1.259654,1.344248
558,0.051640,0.000808,1.232676,1.204251
559,0.051574,0.015421,1.270505,1.146325
560,0.051546,0.036198,1.422663,1.232405
561,0.051935,0.266156,1.823987,1.308084
562,0.051841,0.000019,1.591307,1.586939
563,0.052109,0.200528,1.117575,1.565378
564,0.052020,0.002345,1.216039,1.264466
565,0.051933,0.003578,1.230982,1.171163
566,0.051847,0.004468,1.100856,1.167698
567,0.051762,0.003902,1.029530,1.091998
568,0.051823,0.085948,0.760917,1.054085
569,0.051846,0.065090,0.498646,0.753774
570,0.051787,0.018393,0.368634,0.504255
571,0.051760,0.036726,0.248868,0.440509
572,0.051682,0.007847,0.151284,0.239865
573,0.051591,0.000416,0.189948,0.210340
574,0.051532,0.018088,0.351548,0.217058
575,0.051441,0.000012,0.406703,0.403248
576,0.051406,0.032011,0.211863,0.390779
577,0.051540,0.127278,-0.127275,0.229485
578,0.051686,0.134768,-0.486354,-0.119247
579,0.051934,0.192736,-0.804705,-0.365687
580,0.051914,0.040585,-0.903080,-0.701622
581,0.051831,0.004765,-0.836533,-0.767507
582,0.051764,0.012982,-0.671131,-0.785070
583,0.051720,0.026730,-0.469136,-0.632631
584,0.051708,0.044948,-0.677285,-0.465275
585,0.051727,0.062777,-0.920642,-0.670088
586,0.051656,0.010391,-0.724656,-0.826591
587,0.051583,0.009329,-0.736122,-0.832709
588,0.051557,0.036587,-0.881113,-0.689837
589,0.051605,0.079798,-0.651444,-0.933930
590,0.051517,0.000256,-0.572879,-0.588877
591,0.051567,0.080569,-0.841291,-0.557443
592,0.051543,0.037622,-0.987021,-0.793057
593,0.051505,0.029228,-0.945931,-0.774971
594,0.051420,0.001758,-0.920636,-0.878705
595,0.051350,0.010323,-0.955780,-0.854177
596,0.051271,0.005081,-0.954082,-0.882802
597,0.051202,0.010745,-0.971897,-0.868237
598,0.051150,0.020603,-1.033215,-0.889678
599,0.051063,0.000081,-0.956052,-0.965041
600,0.050977,0.000007,-0.870514,-0.867890
601,0.050896,0.003260,-0.900091,-0.842994
602,0.050864,0.031482,-0.719889,-0.897320
603,0.050943,0.098166,-0.376312,-0.689626
604,0.050977,0.071123,-0.155704,-0.422393
605,0.051010,0.070584,-0.031166,-0.296843
606,0.050989,0.038220,-0.255876,-0.060377
607,0.051073,0.101475,-0.626062,-0.307510
608,0.050989,0.000950,-0.640714,-0.609896
609,0.050967,0.037724,-0.727728,-0.533500
610,0.050883,0.000057,-0.779476,-0.787039
611,0.051073,0.165749,-0.446283,-0.853405
612,0.051066,0.046820,-0.224752,-0.441130
613,0.051153,0.103313,-0.029427,-0.350850
614,0.051254,0.112083,0.269474,-0.065313
615,0.051296,0.076925,0.402596,0.125243
616,0.051238,0.016185,0.468790,0.341568
617,0.051157,0.001880,0.414907,0.458270
618,0.051074,0.000419,0.401814,0.422272
619,0.051083,0.057050,0.636580,0.397728
620,0.051022,0.013653,0.746178,0.629334
621,0.050939,0.000209,0.709990,0.695524
622,0.050863,0.004274,0.699628,0.634254
623,0.050789,0.005562,0.622098,0.696674
624,0.050758,0.031571,0.460066,0.637749
625,0.050757,0.050257,0.255039,0.479221
626,0.050677,0.001513,0.222282,0.261180
627,0.050664,0.042457,0.431890,0.225839
628,0.050718,0.084332,0.713450,0.423051
629,0.050776,0.086724,0.887902,0.593413
630,0.050700,0.003266,0.795625,0.852776
631,0.050642,0.014386,0.656518,0.776460
632,0.050624,0.039382,0.518197,0.716646
633,0.050623,0.050215,0.298188,0.522275
634,0.050563,0.013199,0.393410,0.278521
635,0.050688,0.129010,0.647001,0.287820
636,0.050608,0.000467,0.620807,0.642427
637,0.050539,0.007350,0.512468,0.598198
638,0.050459,0.000009,0.456179,0.459120
639,0.050380,0.000590,0.495677,0.471384
640,0.050302,0.001433,0.576933,0.539078
641,0.050264,0.026048,0.379766,0.541160
642,0.050184,0.000000,0.321210,0.321211
643,0.050394,0.183288,0.718301,0.290180
644,0.050346,0.019737,0.809874,0.669385
645,0.050273,0.004110,0.634890,0.699000
646,0.050195,0.000239,0.573283,0.588742
647,0.050167,0.032357,0.407245,0.587126
648,0.050096,0.004699,0.479998,0.411451
649,0.050022,0.002955,0.574976,0.520619
650,0.050023,0.050416,0.296405,0.520941
651,0.049945,0.000195,0.265331,0.251362
652,0.049868,0.000536,0.335337,0.312188
653,0.049816,0.016238,0.206997,0.334426
654,0.049743,0.002838,0.246112,0.192841
655,0.049669,0.001484,0.185607,0.224128
656,0.049670,0.050375,-0.016338,0.208105
657,0.049618,0.016407,-0.128424,-0.000336
658,0.049626,0.054888,-0.371722,-0.137441
659,0.049566,0.010297,-0.492797,-0.391322
660,0.049498,0.005050,-0.388181,-0.459241
661,0.049430,0.005359,-0.493732,-0.420529
662,0.049358,0.002350,-0.581913,-0.533441
663,0.049283,0.000770,-0.404910,-0.432650
664,0.049216,0.005235,-0.409696,-0.337345
665,0.049375,0.153414,-0.749849,-0.358168
666,0.049458,0.103689,-1.055580,-0.733572
667,0.049411,0.018501,-1.007516,-0.871499
668,0.049350,0.009688,-0.808347,-0.906773
669,0.049288,0.007913,-0.883265,-0.794310
670,0.049280,0.044370,-1.045419,-0.834778
671,0.049209,0.002321,-1.002525,-1.050701
672,0.049136,0.000881,-0.924573,-0.894890
673,0.049082,0.013045,-1.011279,-0.897063
674,0.049125,0.077663,-1.227396,-0.948715
675,0.049076,0.016667,-1.257340,-1.128240
676,0.049003,0.000002,-1.151547,-1.152773
677,0.048963,0.022772,-1.210484,-1.059580
678,0.048915,0.016734,-1.005582,-1.134944
679,0.049023,0.121452,-0.643584,-0.992084
680,0.048954,0.002547,-0.690557,-0.640088
681,0.048961,0.053259,-0.476176,-0.706954
682,0.049171,0.190835,-0.005822,-0.442669
683,0.049132,0.022582,0.057039,-0.093234
684,0.049074,0.009953,0.142658,0.042894
685,0.049002,0.000622,0.141966,0.166900
686,0.048983,0.035672,-0.014021,0.174849
687,0.048977,0.045503,0.151103,-0.062211
688,0.048938,0.021978,0.301912,0.153661
689,0.048929,0.043368,0.478862,0.270611
690,0.048982,0.084614,0.731980,0.441094
691,0.048915,0.003459,0.697676,0.638866
692,0.048886,0.029327,0.772769,0.601518
693,0.048888,0.049854,1.003944,0.780664
694,0.048824,0.005229,1.088571,1.016261
695,0.048800,0.032226,1.185486,1.005970
696,0.048758,0.019735,1.233959,1.093478
697,0.048701,0.009956,1.225960,1.126179
698,0.048641,0.007115,1.257777,1.173427
699,0.048575,0.003322,1.156491,1.214128
700,0.048556,0.035014,0.959868,1.146989
701,0.048488,0.001684,0.959909,1.000943
702,0.048494,0.052877,1.156866,0.926915
703,0.048432,0.005332,1.196612,1.123589
704,0.048363,0.000697,1.051162,1.077559
705,0.048323,0.020178,0.945716,1.087766
706,0.048360,0.074618,0.739042,1.012206
707,0.048522,0.161102,0.295074,0.696449
708,0.048829,0.262768,-0.140326,0.372283
709,0.048791,0.022429,-0.187558,-0.037795
710,0.048735,0.009634,-0.128383,-0.226536
711,0.048885,0.154045,-0.470099,-0.077613
712,0.048847,0.022438,-0.597359,-0.447564
713,0.048848,0.049015,-0.330113,-0.551506
714,0.048779,0.000594,-0.384540,-0.360166
715,0.048710,0.000153,-0.437106,-0.424754
716,0.048660,0.012990,-0.281104,-0.395076
717,0.048634,0.030741,-0.408030,-0.232699
718,0.048629,0.045099,-0.709121,-0.496755
719,0.048616,0.039046,-0.937017,-0.739417
720,0.048568,0.014235,-0.958507,-0.839196
721,0.048500,0.000771,-0.851909,-0.879669
722,0.048435,0.001923,-0.872678,-0.828822
723,0.048382,0.010380,-0.739787,-0.841671
724,0.048342,0.020073,-0.507361,-0.649041
725,0.048397,0.087614,-0.823271,-0.527274
726,0.048736,0.291056,-1.374589,-0.835093
727,0.048776,0.077447,-1.305244,-1.026951
728,0.048879,0.123525,-0.902116,-1.253578
729,0.048843,0.022870,-0.784056,-0.935284
730,0.048808,0.023467,-0.644311,-0.797501
731,0.048788,0.034094,-0.362194,-0.546839
732,0.048721,0.000205,-0.381887,-0.396189
733,0.048848,0.140676,-0.800685,-0.425618
734,0.048888,0.078105,-1.097030,-0.817558
735,0.048836,0.010873,-0.837943,-0.942219
736,0.048841,0.052670,-0.580927,-0.810426
737,0.048785,0.008445,-0.473089,-0.564983
738,0.049103,0.280454,-0.059315,-0.588895
739,0.049104,0.050065,0.125426,-0.098326
740,0.049038,0.000558,0.042486,0.066099
741,0.048978,0.005228,0.143061,0.070757
742,0.048931,0.014358,0.057899,0.177723
743,0.048900,0.026244,-0.083290,0.078711
744,0.048857,0.017257,-0.023851,-0.155216
745,0.048795,0.003171,-0.005533,-0.061841
746,0.048741,0.009139,-0.070622,0.024978
747,0.048688,0.009279,-0.200668,-0.104341
748,0.048636,0.010536,-0.184680,-0.287327
749,0.048602,0.023548,-0.024757,-0.178212
750,0.048537,0.000000,0.021739,0.021195
751,0.048481,0.007476,0.150987,0.064524
752,0.048441,0.018290,0.288995,0.153753
753,0.048394,0.013456,0.170206,0.286204
754,0.048331,0.001734,0.178654,0.137010
755,0.048303,0.027522,0.414585,0.248686
756,0.048250,0.008787,0.534745,0.441006
757,0.048195,0.007006,0.566822,0.483121
758,0.048137,0.004672,0.544849,0.476495
759,0.048077,0.003130,0.562541,0.506597
760,0.048095,0.061853,0.738200,0.489498
761,0.048132,0.076057,1.007106,0.731322
762,0.048277,0.156676,1.343514,0.947691
763,0.048222,0.006822,1.313457,1.230863
764,0.048249,0.068558,0.945807,1.207643
765,0.048209,0.018410,0.880488,1.016172
766,0.048157,0.008623,0.816981,0.909840
767,0.048111,0.013857,0.694763,0.812479
768,0.048070,0.016965,0.869598,0.739350
769,0.048010,0.002186,0.865922,0.912677
770,0.047947,0.000295,0.834773,0.851957
771,0.047897,0.009858,0.940213,0.840928
772,0.048004,0.129533,0.604411,0.964319
773,0.048118,0.134532,0.304118,0.670904
774,0.048056,0.001144,0.284163,0.317981
775,0.048100,0.081513,0.059355,0.344860
776,0.048049,0.008839,0.128404,0.034386
777,0.048112,0.096256,0.463957,0.153705
778,0.048057,0.006425,0.361956,0.442115
779,0.048031,0.027617,0.189541,0.355724
780,0.047977,0.006799,0.176414,0.258873
781,0.047967,0.040253,0.026024,0.226655
782,0.047948,0.032729,-0.096519,0.084393
783,0.047887,0.001110,-0.174290,-0.140972
784,0.047825,0.000003,-0.246846,-0.245181
785,0.047765,0.001301,-0.166092,-0.202164
786,0.047704,0.000070,-0.203529,-0.195160
787,0.047662,0.015253,-0.364590,-0.241087
788,0.047602,0.000510,-0.387031,-0.364458
789,0.047545,0.003782,-0.408296,-0.346800
790,0.047486,0.000874,-0.424060,-0.394490
791,0.047425,0.000189,-0.418773,-0.432527
792,0.047366,0.000674,-0.439525,-0.465485
793,0.047313,0.006193,-0.387216,-0.465913
794,0.047283,0.023801,-0.287380,-0.441655
795,0.047234,0.008381,-0.139900,-0.231448
796,0.047186,0.009735,-0.004749,-0.103417
797,0.047130,0.002807,-0.016450,-0.069435
798,0.047088,0.014576,-0.121613,-0.000881
799,0.047030,0.000990,-0.162073,-0.130616
800,0.046972,0.001057,-0.191759,-0.159247
801,0.047000,0.069170,-0.451755,-0.188754
802,0.047017,0.060926,-0.701161,-0.454330
803,0.046965,0.005401,-0.595282,-0.668773
804,0.046907,0.001186,-0.425641,-0.391204
805,0.046857,0.007047,-0.318932,-0.402881
806,0.046858,0.046952,-0.136887,-0.353572
807,0.046808,0.007116,-0.016613,-0.100972
808,0.046824,0.059638,0.152031,-0.092178
809,0.046768,0.002216,0.221818,0.174739
810,0.046900,0.152604,-0.161837,0.228810
811,0.046907,0.052220,-0.405115,-0.176599
812,0.046861,0.010278,-0.292450,-0.393831
813,0.046807,0.003663,-0.256181,-0.316707
814,0.046763,0.010811,-0.125584,-0.229559
815,0.046705,0.000007,-0.145822,-0.143246
816,0.046716,0.055559,-0.445016,-0.209306
817,0.046680,0.018056,-0.339495,-0.473868
818,0.046685,0.050233,-0.126479,-0.350607
819,0.046651,0.019386,-0.254297,-0.115064
820,0.046596,0.001820,-0.336025,-0.293359
821,0.046539,0.000666,-0.347968,-0.322153
822,0.046482,0.000537,-0.311977,-0.335150
823,0.046429,0.002911,-0.281277,-0.335227
824,0.046440,0.055705,-0.546061,-0.310042
825,0.046580,0.160779,-0.860030,-0.459057
826,0.046613,0.073406,-1.034193,-0.763258
827,0.046671,0.093857,-1.128900,-0.822539
828,0.046659,0.036998,-0.868675,-1.061024
829,0.046864,0.214268,-0.434549,-0.897441
830,0.046951,0.118555,-0.180187,-0.524505
831,0.046943,0.040284,-0.012446,-0.213153
832,0.046941,0.045090,-0.236386,-0.024043
833,0.047023,0.114711,-0.640214,-0.301524
834,0.046991,0.020739,-0.460787,-0.604797
835,0.047005,0.058285,-0.136596,-0.378020
836,0.046952,0.003442,-0.080233,-0.138901
837,0.046898,0.001855,-0.125497,-0.082423
838,0.046851,0.008286,-0.306473,-0.215444
839,0.046826,0.026453,-0.167413,-0.330057
840,0.046992,0.184518,0.271186,-0.158370
841,0.046957,0.018174,0.404017,0.269206
842,0.046901,0.000003,0.389639,0.391242
843,0.046845,0.000352,0.347325,0.366083
844,0.046790,0.000895,0.342330,0.312415
845,0.046987,0.210907,0.715619,0.256373
846,0.047058,0.106701,1.013214,0.686562
847,0.047010,0.007110,0.964493,0.880173
848,0.046963,0.007332,1.085884,1.000257
849,0.046933,0.021713,1.211453,1.064099
850,0.046884,0.006140,1.044046,1.122405
851,0.046979,0.126730,0.723912,1.079904
852,0.047003,0.067259,0.446456,0.705800
853,0.046956,0.007191,0.549456,0.464654
854,0.046968,0.056865,0.726658,0.488195
855,0.046951,0.032662,0.561803,0.742530
856,0.046905,0.008285,0.604878,0.513856
857,0.047007,0.132883,0.943608,0.579077
858,0.046954,0.002188,0.877695,0.924469
859,0.046964,0.055822,0.580766,0.817033
860,0.046953,0.037475,0.393577,0.587162
861,0.047022,0.105563,0.053333,0.378237
862,0.047041,0.063122,-0.098023,0.153217
863,0.046998,0.010794,0.018328,-0.085567
864,0.046950,0.005307,-0.073121,-0.000270
865,0.046900,0.004465,-0.020984,-0.087802
866,0.046877,0.027082,0.121898,-0.042669
867,0.047005,0.156737,-0.232311,0.163588
868,0.047284,0.286973,-0.740372,-0.204673
869,0.047424,0.167235,-0.991655,-0.582711
870,0.047452,0.071780,-1.108805,-0.840888
871,0.047452,0.047226,-1.166641,-0.949326
872,0.047399,0.001985,-1.091441,-1.046892
873,0.047347,0.002058,-0.871215,-0.916586
874,0.047305,0.011669,-0.754232,-0.862255
875,0.047298,0.040995,-0.880763,-0.678292
876,0.047244,0.000496,-0.819909,-0.842186
877,0.047289,0.086018,-0.510812,-0.804101
878,0.047235,0.000600,-0.465163,-0.489653
879,0.047190,0.008052,-0.383188,-0.472920
880,0.047205,0.060426,-0.121741,-0.367558
881,0.047156,0.004734,-0.094303,-0.163106
882,0.047121,0.016414,0.043457,-0.084658
883,0.047083,0.013425,0.190088,0.074222
884,0.047031,0.001815,0.102129,0.144729
885,0.047022,0.038888,0.254544,0.057343
886,0.046990,0.019003,0.404140,0.266289
887,0.046937,0.000479,0.456941,0.435059
888,0.047082,0.174235,0.824463,0.407048
889,0.047229,0.177237,1.117469,0.696474
890,0.047176,0.000129,1.042694,1.054033
891,0.047140,0.015309,0.906726,1.030455
892,0.047093,0.005998,0.786800,0.864249
893,0.047040,0.000067,0.734899,0.743095
894,0.047109,0.108311,1.085955,0.756850
895,0.047252,0.173345,1.479960,1.063613
896,0.047216,0.015676,1.394443,1.269240
897,0.047164,0.001218,1.268649,1.233744
898,0.047139,0.024497,1.078358,1.234873
899,0.047260,0.154752,0.670803,1.064188
900,0.047212,0.004815,0.737636,0.668249
901,0.047276,0.103779,1.087587,0.765439
902,0.047226,0.002958,1.065258,1.119644
903,0.047191,0.016117,0.865542,0.992493
904,0.047149,0.009423,0.686070,0.783143
905,0.047117,0.018895,0.520782,0.658242
906,0.047097,0.028629,0.311017,0.480220
907,0.047231,0.167952,-0.077646,0.332174
908,0.047212,0.029538,-0.295063,-0.123196
909,0.047161,0.001291,-0.172994,-0.208918
910,0.047194,0.077536,-0.318269,-0.039817
911,0.047185,0.038562,-0.533276,-0.336904
912,0.047133,0.000253,-0.477011,-0.492920
913,0.047167,0.077935,-0.655109,-0.375941
914,0.047115,0.000389,-0.686847,-0.706577
915,0.047065,0.001766,-0.566523,-0.608550
916,0.047125,0.101311,-0.815640,-0.497346
917,0.047081,0.006823,-0.797938,-0.880538
918,0.047029,0.000280,-0.756960,-0.740224
919,0.047087,0.099401,-1.013931,-0.698652
920,0.047093,0.052685,-0.804253,-1.033786
921,0.047058,0.015682,-0.598493,-0.723720
922,0.047067,0.054883,-0.778485,-0.544214
923,0.047017,0.001392,-0.789724,-0.827037
924,0.046968,0.002292,-0.834948,-0.787069
925,0.046918,0.000695,-0.877689,-0.851320
926,0.046879,0.011482,-0.716246,-0.823400
927,0.046876,0.044279,-0.848103,-0.637677
928,0.046956,0.120430,-1.185946,-0.838916
929,0.046983,0.071401,-1.328145,-1.060936
930,0.046932,0.000018,-1.254162,-1.258448
931,0.046903,0.020279,-0.979662,-1.122068
932,0.046881,0.027158,-0.790073,-0.954871
933,0.046841,0.009720,-0.721383,-0.819972
934,0.046811,0.018708,-0.582289,-0.719065
935,0.046787,0.024726,-0.744355,-0.587110
936,0.046872,0.125620,-1.192828,-0.838398
937,0.046834,0.012038,-1.194030,-1.084310
938,0.046867,0.076704,-0.829402,-1.106358
939,0.046817,0.000674,-0.805793,-0.779836
940,0.046788,0.020255,-0.925854,-0.783533
941,0.046784,0.043122,-0.690657,-0.898315
942,0.046795,0.056505,-0.424264,-0.661972
943,0.046751,0.005779,-0.422437,-0.498457
944,0.046702,0.001297,-0.469786,-0.505797
945,0.046659,0.006166,-0.536291,-0.457770
946,0.046611,0.001559,-0.564665,-0.525179
947,0.046565,0.003618,-0.385267,-0.445414
948,0.046564,0.045854,-0.144602,-0.358738
949,0.046591,0.071205,0.100542,-0.166300
950,0.046653,0.104996,0.291522,-0.032509
951,0.046604,0.000820,0.220295,0.248935
952,0.046557,0.002252,0.139467,0.186921
953,0.046513,0.005378,0.261639,0.188304
954,0.046493,0.027201,0.489044,0.324115
955,0.046501,0.053893,0.719591,0.487442
956,0.046469,0.016649,0.793745,0.664714
957,0.046475,0.052241,0.947505,0.718941
958,0.046448,0.020363,1.095793,0.953093
959,0.046425,0.024815,0.910017,1.067546
960,0.046379,0.002517,0.882477,0.832303
961,0.046350,0.018852,1.065474,0.928171
962,0.046312,0.010101,1.139857,1.039356
963,0.046307,0.042188,1.217247,1.011851
964,0.046261,0.001464,1.091548,1.129806
965,0.046240,0.026771,0.877333,1.040951
966,0.046192,0.000007,0.889110,0.886395
967,0.046181,0.035809,0.785863,0.975096
968,0.046175,0.040335,0.641598,0.842434
969,0.046144,0.016156,0.838963,0.711859
970,0.046109,0.013139,0.979468,0.864842
971,0.046081,0.018889,0.856277,0.993714
972,0.046037,0.003975,0.813845,0.876897
973,0.045995,0.005053,0.693879,0.764965
974,0.045987,0.038901,0.585855,0.783089
975,0.045977,0.035956,0.768549,0.578927
976,0.045933,0.003590,0.822325,0.762411
977,0.045886,0.000542,0.865463,0.842189
978,0.045850,0.010991,1.036183,0.931344
979,0.045804,0.001035,0.928517,0.960695
980,0.045787,0.028770,0.765843,0.935460
981,0.045761,0.021127,0.569056,0.714406
982,0.045879,0.160335,0.219721,0.620140
983,0.045888,0.054933,0.032417,0.266794
984,0.045917,0.073512,-0.238883,0.032248
985,0.046094,0.219179,-0.708148,-0.239982
986,0.046125,0.075907,-0.907595,-0.632083
987,0.046094,0.016205,-0.930262,-0.802963
988,0.046092,0.044387,-1.091043,-0.880361
989,0.046069,0.022919,-1.132810,-0.981422
990,0.046066,0.043833,-0.855751,-1.065114
991,0.046031,0.011500,-0.685057,-0.792295
992,0.046085,0.099117,-0.979579,-0.664751
993,0.046120,0.079959,-1.200649,-0.917879
994,0.046087,0.013967,-0.935341,-1.053521
995,0.046062,0.021296,-0.758096,-0.904027
996,0.046016,0.001221,-0.774455,-0.809394
997,0.045976,0.005769,-0.727037,-0.802988
998,0.045929,0.000026,-0.861848,-0.866919
999,0.045891,0.008144,-0.920185,-0.829943
1000,0.045913,0.067356,-0.664290,-0.923820
1001,0.045869,0.002933,-0.563522,-0.617684
1002,0.045827,0.004166,-0.713877,-0.649334
1003,0.045793,0.011485,-0.706625,-0.813791
1004,0.045815,0.067499,-0.404068,-0.663873
1005,0.045794,0.025222,-0.192554,-0.351368
1006,0.045748,0.000144,-0.213309,-0.225326
1007,0.045738,0.035603,-0.073160,-0.261848
1008,0.045781,0.088627,0.215785,-0.081918
1009,0.045775,0.039753,0.384821,0.185439
1010,0.045750,0.020775,0.503341,0.359206
1011,0.045707,0.002280,0.555671,0.507922
1012,0.045663,0.002318,0.454848,0.502998
1013,0.045618,0.000580,0.442357,0.418266
1014,0.045609,0.036062,0.698626,0.508727
1015,0.045649,0.086135,0.957503,0.664015
1016,0.045619,0.015121,1.007881,0.884913
1017,0.045574,0.000234,0.970419,0.985703
1018,0.045540,0.011378,1.033522,0.926857
1019,0.045523,0.028279,1.190734,1.022570
1020,0.045487,0.009736,1.220270,1.121597
1021,0.045449,0.006441,1.195049,1.114791
1022,0.045412,0.007774,1.199397,1.111225
1023,0.045370,0.002854,1.085312,1.138739
1024,0.045340,0.015107,0.904243,1.027155
1025,0.045387,0.093737,0.576850,0.883015
1026,0.045353,0.010423,0.387988,0.490082
1027,0.045446,0.139768,0.717362,0.343506
1028,0.045428,0.027289,0.922827,0.757635
1029,0.045395,0.011941,0.732729,0.842002
1030,0.045354,0.003815,0.648522,0.710284
1031,0.045310,0.000014,0.649026,0.652705
1032,0.045299,0.033690,0.446227,0.629776
1033,0.045384,0.133111,0.078760,0.443604
1034,0.045540,0.204760,-0.333426,0.119078
1035,0.045648,0.156175,-0.630847,-0.235656
1036,0.045604,0.000801,-0.593381,-0.621685
1037,0.045561,0.001522,-0.516432,-0.477421
1038,0.045578,0.062852,-0.696813,-0.446111
1039,0.045569,0.035754,-0.870473,-0.681386
1040,0.045580,0.057531,-1.049724,-0.809867
1041,0.045639,0.106576,-1.309035,-0.982575
1042,0.045607,0.012143,-1.310713,-1.200516
1043,0.045584,0.021771,-1.010528,-1.158077
1044,0.045594,0.056685,-0.727788,-0.965875
1045,0.045569,0.019181,-0.600249,-0.738745
1046,0.045541,0.016762,-0.750135,-0.620666
1047,0.045648,0.156697,-1.211293,-0.815444
1048,0.045652,0.049363,-1.361848,-1.139671
1049,0.045625,0.017244,-1.095351,-1.226669
1050,0.045630,0.051361,-1.243726,-1.017096
1051,0.045614,0.028779,-1.301362,-1.131718
1052,0.045823,0.263268,-0.630789,-1.143886
1053,0.045854,0.078515,-0.430410,-0.710614
1054,0.045864,0.056715,-0.772755,-0.534606
1055,0.045829,0.008439,-0.707273,-0.799137
1056,0.045785,0.000071,-0.632848,-0.624445
1057,0.045744,0.003127,-0.572810,-0.628727
1058,0.045855,0.161932,-0.215656,-0.618064
1059,0.045898,0.090918,0.047623,-0.253904
1060,0.045866,0.012156,0.141401,0.031145
1061,0.045833,0.011027,0.019952,0.124962
1062,0.045796,0.007031,-0.060941,0.022913
1063,0.045833,0.084869,0.163074,-0.128249
1064,0.045791,0.001523,0.174639,0.135609
1065,0.045748,0.000340,0.165917,0.184358
1066,0.045727,0.024257,0.337074,0.181327
1067,0.045694,0.010158,0.324112,0.424901
1068,0.045681,0.032438,0.483232,0.303127
1069,0.045676,0.040159,0.679290,0.478892
1070,0.045633,0.000298,0.606753,0.624011
1071,0.045593,0.003308,0.651061,0.593550
1072,0.045552,0.001145,0.653212,0.687057
1073,0.045532,0.024272,0.497148,0.652945
1074,0.045491,0.002348,0.381433,0.429892
1075,0.045449,0.000619,0.381006,0.356133
1076,0.045418,0.011937,0.530961,0.421702
1077,0.045376,0.001118,0.564108,0.530677
1078,0.045334,0.000582,0.531799,0.507667
1079,0.045292,0.000482,0.507802,0.529760
1080,0.045312,0.066833,0.279943,0.538464
1081,0.045295,0.026423,0.121764,0.284314
1082,0.045289,0.038765,0.025784,0.222673
1083,0.045266,0.021008,-0.135154,0.009786
1084,0.045270,0.049797,0.127793,-0.095360
1085,0.045444,0.231811,0.594966,0.113498
1086,0.045425,0.024854,0.581220,0.423568
1087,0.045417,0.037196,0.354324,0.547186
1088,0.045378,0.003133,0.397467,0.341492
1089,0.045336,0.000229,0.462534,0.477660
1090,0.045372,0.084849,0.194553,0.485841
1091,0.045388,0.062367,-0.105185,0.144549
1092,0.045354,0.008451,-0.083134,-0.175065
1093,0.045356,0.047265,0.065674,-0.151732
1094,0.045315,0.001244,0.118556,0.083284
1095,0.045282,0.008881,0.006401,0.100640
1096,0.045256,0.017589,-0.123918,0.008705
1097,0.045222,0.007736,0.036085,-0.051872
1098,0.045200,0.022136,0.245682,0.096901
1099,0.045160,0.001180,0.230341,0.195988
1100,0.045127,0.009420,0.241806,0.144750
1101,0.045094,0.009284,0.121158,0.217510
1102,0.045170,0.127657,-0.196340,0.160951
1103,0.045156,0.029596,-0.093510,-0.265544
1104,0.045203,0.097276,0.210825,-0.101066
1105,0.045191,0.031880,0.049171,0.227720
1106,0.045217,0.073982,-0.219734,0.052262
1107,0.045176,0.000126,-0.239891,-0.251125
1108,0.045153,0.019869,-0.285131,-0.144175
1109,0.045129,0.018426,-0.434248,-0.298505
1110,0.045093,0.005036,-0.478019,-0.407052
1111,0.045078,0.028786,-0.267003,-0.436669
1112,0.045130,0.102869,0.100700,-0.220032
1113,0.045115,0.028016,0.280059,0.112679
1114,0.045131,0.063146,-0.058043,0.193246
1115,0.045293,0.224126,-0.605748,-0.132328
1116,0.045292,0.044151,-0.675579,-0.465458
1117,0.045253,0.002577,-0.498262,-0.549023
1118,0.045229,0.017943,-0.561827,-0.427874
1119,0.045192,0.003987,-0.513116,-0.576260
1120,0.045158,0.007825,-0.298208,-0.386667
1121,0.045120,0.002467,-0.166873,-0.216544
1122,0.045115,0.039581,0.052876,-0.146072
1123,0.045088,0.015654,0.115589,-0.009528
1124,0.045055,0.007912,-0.000595,0.088352
1125,0.045041,0.029841,0.151042,-0.021703
1126,0.045005,0.004717,0.226948,0.158270
1127,0.044965,0.000496,0.167961,0.145686
1128,0.044949,0.027270,0.331289,0.166154
