# TEST CONFIGURATION BEGIN
# File Stream: filename: ch_Z_lagged3.csv  -  n_targets: 1
# [ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10] Pipeline: ArbitratedEnsemble: - ensemble_size: 10 - meta_error_metric: MAPE
# Prequential Evaluator: n_wait: 1 - max_samples: 3000000 - max_time: 10000000 - output_file: ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10.csv - batch_size: 1 - pretrain_size: 10 - task_type: regression - show_plot: False - metrics: ['mean_square_error', 'true_vs_predicted']
# TEST CONFIGURATION END
id,mean_mse_[ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10],current_mse_[ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10],true_value,predicted_value_[ch_Z_lagged3_ADE_WEIGHTED_MAPE_SIZE_10]
1696,0.045136,0.001941,1.564922,1.608977
1697,0.045114,0.008327,1.429289,1.520542
1698,0.045101,0.023595,1.157215,1.310822
1699,0.045078,0.005408,1.189521,1.115983
1700,0.045059,0.012661,1.236706,1.124186
1701,0.045034,0.004144,1.104048,1.168419
1702,0.045039,0.052475,0.790805,1.019879
1703,0.045161,0.252131,0.273901,0.776027
1704,0.045309,0.295960,-0.197201,0.346821
1705,0.045315,0.055448,-0.354058,-0.118583
1706,0.045293,0.008449,-0.333889,-0.241972
1707,0.045340,0.125411,-0.645925,-0.291791
1708,0.045435,0.206764,-1.072326,-0.617612
1709,0.045413,0.007456,-0.850584,-0.936930
1710,0.045399,0.021131,-0.659872,-0.805236
1711,0.045470,0.166649,-1.120697,-0.712470
1712,0.045461,0.029838,-1.160828,-0.988092
1713,0.045447,0.022302,-0.856590,-1.005929
1714,0.045457,0.061949,-1.052447,-0.803551
1715,0.045456,0.043312,-1.247488,-1.039372
1716,0.045430,0.002081,-1.261228,-1.215609
1717,0.045424,0.035421,-1.314948,-1.126744
1718,0.045423,0.042264,-1.321741,-1.116160
1719,0.045399,0.005900,-1.254946,-1.178133
1720,0.045390,0.029024,-0.960151,-1.130515
1721,0.045372,0.015267,-0.769895,-0.893455
1722,0.045356,0.016704,-0.902595,-0.773351
1723,0.045335,0.010859,-0.802429,-0.906633
1724,0.045342,0.056653,-0.526408,-0.764427
1725,0.045344,0.048962,-0.360406,-0.581680
1726,0.045346,0.047739,-0.183778,-0.402270
1727,0.045319,0.000352,-0.109384,-0.128147
1728,0.045294,0.001807,-0.132324,-0.089820
1729,0.045268,0.000402,-0.203071,-0.223123
1730,0.045242,0.000336,-0.202194,-0.220524
1731,0.045247,0.054577,0.024963,-0.208654
1732,0.045221,0.000860,0.057946,0.028623
1733,0.045196,0.000852,-0.021513,0.007681
1734,0.045229,0.102488,0.247295,-0.072843
1735,0.045289,0.149556,0.581677,0.194952
1736,0.045324,0.104503,0.802996,0.479726
1737,0.045319,0.036570,0.891289,0.700057
1738,0.045293,0.000780,0.849638,0.821713
1739,0.045268,0.002766,0.795137,0.847732
1740,0.045259,0.028469,0.605364,0.774092
1741,0.045240,0.013072,0.494668,0.609000
1742,0.045215,0.001740,0.553372,0.511658
1743,0.045192,0.005028,0.477769,0.548677
1744,0.045166,0.000071,0.474496,0.482910
1745,0.045147,0.013426,0.613138,0.497266
1746,0.045146,0.041937,0.509730,0.714515
1747,0.045150,0.053547,0.277828,0.509230
1748,0.045124,0.000000,0.196766,0.196525
1749,0.045116,0.030270,0.124319,0.298301
1750,0.045091,0.001889,0.139846,0.183304
1751,0.045069,0.006614,0.291860,0.210533
1752,0.045044,0.001476,0.226829,0.265241
1753,0.045019,0.000704,0.163640,0.190178
1754,0.045007,0.025533,0.335713,0.175922
1755,0.044982,0.000915,0.407453,0.377204
1756,0.044960,0.005979,0.349180,0.426503
1757,0.044946,0.020133,0.207924,0.349814
1758,0.044937,0.029743,0.090841,0.263301
1759,0.044914,0.005192,0.138693,0.210749
1760,0.044896,0.013321,0.085460,0.200877
1761,0.044886,0.027986,-0.111112,0.056179
1762,0.044896,0.060831,-0.277961,-0.031322
1763,0.044891,0.036279,-0.450960,-0.260489
1764,0.044884,0.032847,-0.612335,-0.431098
1765,0.044868,0.016508,-0.668018,-0.539536
1766,0.044843,0.001517,-0.641886,-0.602940
1767,0.044819,0.002257,-0.543626,-0.591129
1768,0.044833,0.069815,-0.301134,-0.565359
1769,0.044819,0.020679,-0.163173,-0.306977
1770,0.044827,0.058645,-0.357332,-0.115165
1771,0.044817,0.027314,-0.628207,-0.462936
1772,0.044812,0.036034,-0.780663,-0.590838
1773,0.044791,0.008074,-0.811216,-0.721361
1774,0.044767,0.001612,-0.757050,-0.716898
1775,0.044756,0.026321,-0.645761,-0.807997
1776,0.044734,0.004586,-0.559153,-0.626872
1777,0.044714,0.009080,-0.597562,-0.502273
1778,0.044689,0.000794,-0.655970,-0.627798
1779,0.044672,0.015191,-0.778753,-0.655503
1780,0.044654,0.012809,-0.848574,-0.735395
1781,0.044631,0.003653,-0.707020,-0.767461
1782,0.044606,0.001289,-0.769007,-0.733102
1783,0.044588,0.011324,-0.921237,-0.814821
1784,0.044563,0.000299,-0.801944,-0.819233
1785,0.044538,0.000001,-0.733284,-0.732174
1786,0.044513,0.000007,-0.725835,-0.728408
1787,0.044509,0.037667,-0.576739,-0.770820
1788,0.044500,0.028043,-0.407470,-0.574929
1789,0.044502,0.049818,-0.201186,-0.424386
1790,0.044480,0.005075,-0.079937,-0.151175
1791,0.044457,0.003399,-0.189803,-0.131505
1792,0.044440,0.013086,-0.135265,-0.249660
1793,0.044440,0.044551,0.034680,-0.176390
1794,0.044421,0.011585,-0.030603,0.077030
1795,0.044401,0.008377,0.004687,-0.086842
1796,0.044377,0.001417,0.051765,0.014116
1797,0.044354,0.002349,-0.084653,-0.036189
1798,0.044349,0.036970,0.115393,-0.076882
1799,0.044355,0.053876,0.483074,0.250963
1800,0.044333,0.005722,0.553180,0.477539
1801,0.044314,0.009065,0.639496,0.544286
1802,0.044305,0.029817,0.830541,0.657866
1803,0.044286,0.008821,0.895509,0.801588
1804,0.044278,0.030368,1.020859,0.846596
1805,0.044288,0.061498,1.226613,0.978625
1806,0.044265,0.004572,1.105624,1.173240
1807,0.044262,0.038833,0.803073,1.000133
1808,0.044243,0.009550,0.833854,0.736130
1809,0.044223,0.008296,0.940402,0.849318
1810,0.044208,0.017539,0.826962,0.959396
1811,0.044188,0.007521,0.843906,0.757181
1812,0.044186,0.040073,0.974418,0.774237
1813,0.044162,0.001060,0.933451,0.966007
1814,0.044141,0.005947,0.773195,0.850311
1815,0.044123,0.013173,0.598142,0.712916
1816,0.044099,0.000005,0.591182,0.593334
1817,0.044080,0.009693,0.693922,0.595470
1818,0.044081,0.045673,0.456750,0.670463
1819,0.044079,0.041119,0.171539,0.374317
1820,0.044064,0.017070,0.276136,0.145485
1821,0.044049,0.015551,0.266947,0.391650
1822,0.044034,0.017198,0.108638,0.239779
1823,0.044010,0.000083,0.149761,0.158882
1824,0.043986,0.002089,0.159854,0.114143
1825,0.043964,0.002566,0.121346,0.171998
1826,0.043940,0.000853,0.142706,0.171919
1827,0.043923,0.013080,0.070905,0.185271
1828,0.043923,0.043306,-0.115458,0.092644
1829,0.043922,0.043546,-0.252580,-0.043904
1830,0.043900,0.003383,-0.325886,-0.267720
1831,0.043883,0.013296,-0.376073,-0.260763
1832,0.043864,0.008722,-0.260893,-0.354286
1833,0.043847,0.012204,-0.189981,-0.300451
1834,0.043829,0.010887,-0.258378,-0.154036
1835,0.043824,0.034795,-0.147019,-0.333553
1836,0.043800,0.000413,-0.180274,-0.159958
1837,0.043823,0.085909,-0.415441,-0.122338
1838,0.043811,0.022023,-0.319224,-0.467626
1839,0.043804,0.030702,-0.151095,-0.326316
1840,0.043781,0.001675,-0.189543,-0.148619
1841,0.043759,0.002862,-0.209825,-0.156326
1842,0.043735,0.000122,-0.197280,-0.186251
1843,0.043712,0.001612,-0.151066,-0.191211
1844,0.043695,0.012486,-0.114229,-0.225969
1845,0.043672,0.001048,-0.115470,-0.147837
1846,0.043654,0.011375,-0.063032,-0.169688
1847,0.043630,0.000010,-0.055206,-0.052056
1848,0.043609,0.005503,0.008800,-0.065380
1849,0.043595,0.017575,0.166332,0.033763
1850,0.043584,0.022405,0.216791,0.067107
1851,0.043598,0.070340,0.423137,0.157919
1852,0.043590,0.027724,0.636858,0.470354
1853,0.043623,0.105350,0.315374,0.639951
1854,0.043639,0.072519,0.058001,0.327295
1855,0.043648,0.060937,0.276573,0.029718
1856,0.043625,0.000657,0.298587,0.272946
1857,0.043601,0.000045,0.212415,0.219159
1858,0.043594,0.030537,0.360561,0.185812
1859,0.043575,0.006921,0.328788,0.411981
1860,0.043590,0.071996,0.097406,0.365728
1861,0.043568,0.003651,0.079213,0.139636
1862,0.043551,0.012088,0.204021,0.094073
1863,0.043528,0.000144,0.193789,0.181773
1864,0.043504,0.000024,0.182499,0.177594
1865,0.043485,0.006601,0.128256,0.209504
1866,0.043487,0.047402,-0.039162,0.178558
1867,0.043471,0.014939,0.119558,-0.002668
1868,0.043454,0.011033,0.272300,0.167263
1869,0.043449,0.033562,0.062894,0.246094
1870,0.043427,0.003491,0.109114,0.050027
1871,0.043407,0.005233,0.219740,0.147400
1872,0.043400,0.031403,0.033613,0.210820
1873,0.043412,0.066443,-0.195198,0.062567
1874,0.043422,0.060575,-0.463317,-0.217197
1875,0.043400,0.003889,-0.496924,-0.434565
1876,0.043380,0.004635,-0.401663,-0.469745
1877,0.043371,0.027773,-0.508496,-0.341844
1878,0.043354,0.010565,-0.547419,-0.444630
1879,0.043379,0.091099,-0.789312,-0.487485
1880,0.043394,0.071147,-1.084606,-0.817871
1881,0.043392,0.039705,-0.892546,-1.091805
1882,0.043371,0.003731,-0.882115,-0.821036
1883,0.043368,0.037681,-1.119953,-0.925837
1884,0.043346,0.001262,-1.061554,-1.026032
1885,0.043322,0.000012,-0.988746,-0.992139
1886,0.043300,0.000978,-1.007312,-0.976032
1887,0.043293,0.030932,-1.118881,-0.943006
1888,0.043303,0.061914,-1.257569,-1.008743
1889,0.043281,0.000711,-1.326846,-1.300176
1890,0.043307,0.092400,-1.473026,-1.169052
1891,0.043293,0.017934,-1.271201,-1.405117
1892,0.043278,0.013859,-0.985565,-1.103291
1893,0.043266,0.021154,-1.072594,-0.927149
1894,0.043271,0.053573,-0.851366,-1.082823
1895,0.043262,0.025497,-0.608374,-0.768051
1896,0.043247,0.014943,-0.623189,-0.745429
1897,0.043267,0.082062,-0.350587,-0.637052
1898,0.043252,0.013852,-0.246883,-0.364579
1899,0.043251,0.042112,-0.411786,-0.206573
1900,0.043258,0.055382,-0.247901,-0.483234
1901,0.043294,0.112195,0.040053,-0.294902
1902,0.043278,0.012625,0.153085,0.040726
1903,0.043292,0.069131,0.326631,0.063704
1904,0.043356,0.166145,0.691317,0.283708
1905,0.043389,0.105944,0.968860,0.643370
1906,0.043388,0.041288,1.054510,0.851317
1907,0.043378,0.024185,1.214364,1.058849
1908,0.043374,0.036126,1.384633,1.194564
1909,0.043354,0.004131,1.375327,1.311056
1910,0.043333,0.004152,1.380487,1.316052
1911,0.043323,0.024626,1.482231,1.325306
1912,0.043305,0.008931,1.524204,1.429699
1913,0.043284,0.003894,1.390569,1.452967
1914,0.043262,0.000356,1.222301,1.241178
1915,0.043239,0.000034,1.162960,1.168815
1916,0.043248,0.060863,0.887435,1.134140
1917,0.043236,0.019316,0.693299,0.832281
1918,0.043283,0.134013,1.010647,0.644570
1919,0.043261,0.000765,1.034960,1.007309
1920,0.043285,0.088977,0.749983,1.048272
1921,0.043263,0.001157,0.663820,0.697832
1922,0.043273,0.062821,0.372009,0.622651
1923,0.043264,0.024678,0.195740,0.352833
1924,0.043250,0.017598,0.301984,0.169328
1925,0.043245,0.033929,0.165357,0.349554
1926,0.043225,0.003915,0.097279,0.159847
1927,0.043204,0.003523,0.116789,0.176143
1928,0.043193,0.022185,-0.006230,0.142717
1929,0.043171,0.000281,0.062503,0.045731
1930,0.043153,0.008602,0.022105,0.114850
1931,0.043190,0.115403,-0.330184,0.009525
1932,0.043191,0.043323,-0.469157,-0.261015
1933,0.043173,0.008917,-0.330858,-0.425285
1934,0.043180,0.057476,-0.045072,-0.284813
1935,0.043184,0.051563,0.162902,-0.064174
1936,0.043174,0.022404,0.025845,0.175525
1937,0.043153,0.002685,-0.113794,-0.061979
1938,0.043142,0.023160,-0.177485,-0.025301
1939,0.043130,0.019603,-0.299690,-0.159680
1940,0.043117,0.018624,-0.183054,-0.319525
1941,0.043108,0.024293,-0.043883,-0.199744
1942,0.043096,0.020167,-0.183903,-0.041892
1943,0.043074,0.000121,-0.201578,-0.190596
1944,0.043053,0.002263,-0.066037,-0.113609
1945,0.043032,0.003113,-0.130536,-0.074742
1946,0.043012,0.005077,-0.201197,-0.129946
1947,0.042990,0.000065,-0.132845,-0.140899
1948,0.042979,0.020877,-0.276961,-0.132471
1949,0.042957,0.001604,-0.341556,-0.301507
1950,0.042991,0.107905,0.060893,-0.267596
1951,0.042995,0.051852,0.260201,0.032492
1952,0.042979,0.011942,0.274041,0.164761
1953,0.043004,0.090920,0.515997,0.214468
1954,0.042996,0.027651,0.335263,0.501548
1955,0.043073,0.192348,-0.152237,0.286338
1956,0.043062,0.022146,-0.253316,-0.104501
1957,0.043042,0.003908,-0.221431,-0.283944
1958,0.043023,0.006682,-0.244097,-0.162354
1959,0.043004,0.005495,-0.190958,-0.265085
1960,0.042989,0.013556,-0.093553,-0.209985
1961,0.042975,0.015803,0.037198,-0.088513
1962,0.042956,0.005188,-0.013662,0.058367
1963,0.042963,0.056329,-0.290273,-0.052936
1964,0.042943,0.005029,-0.354342,-0.283429
1965,0.042922,0.001144,-0.344893,-0.311076
1966,0.042932,0.062815,-0.588998,-0.338370
1967,0.042914,0.007586,-0.661317,-0.574221
1968,0.042896,0.006781,-0.493614,-0.575958
1969,0.042883,0.017464,-0.349379,-0.481530
1970,0.042866,0.010242,-0.260211,-0.361414
1971,0.042857,0.024549,-0.369898,-0.213217
1972,0.042837,0.005280,-0.439334,-0.366672
1973,0.042816,0.000014,-0.343304,-0.339559
1974,0.042801,0.013351,-0.156489,-0.272034
1975,0.042847,0.134284,0.227659,-0.138789
1976,0.042836,0.020301,0.271707,0.129224
1977,0.042828,0.027109,0.118304,0.282951
1978,0.042859,0.104105,0.410383,0.087729
1979,0.042842,0.010549,0.488095,0.385387
1980,0.042839,0.036338,0.294766,0.485391
1981,0.042821,0.007311,0.342666,0.257161
1982,0.042816,0.033146,0.255063,0.437122
1983,0.042798,0.005823,0.092475,0.168782
1984,0.042777,0.001518,0.210352,0.171391
1985,0.042815,0.118279,0.517323,0.173406
1986,0.042794,0.000885,0.527424,0.497679
1987,0.042866,0.185756,0.090128,0.521122
1988,0.042847,0.005910,0.111724,0.034845
1989,0.042906,0.158378,0.534056,0.136088
1990,0.042886,0.003805,0.460877,0.522558
1991,0.042873,0.016926,0.298708,0.428807
1992,0.042854,0.004939,0.356368,0.286089
1993,0.042853,0.041284,0.168618,0.371802
1994,0.042886,0.107776,-0.167014,0.161278
1995,0.042880,0.032788,-0.303781,-0.122707
1996,0.042859,0.000094,-0.314898,-0.305179
1997,0.042858,0.041375,-0.456197,-0.252788
1998,0.042901,0.128090,-0.728346,-0.370449
1999,0.042886,0.012927,-0.747302,-0.633603
2000,0.042874,0.019499,-0.525609,-0.665248
2001,0.042853,0.001028,-0.526877,-0.494818
2002,0.042839,0.014130,-0.644304,-0.525432
2003,0.042818,0.002358,-0.717034,-0.668472
2004,0.042808,0.022535,-0.804959,-0.654843
2005,0.042787,0.000966,-0.791544,-0.760464
2006,0.042784,0.036423,-0.916323,-0.725475
2007,0.042788,0.050649,-1.131076,-0.906022
2008,0.042772,0.011021,-1.105363,-1.000382
2009,0.042753,0.005156,-1.144344,-1.072540
2010,0.042732,0.000104,-1.173360,-1.183568
2011,0.042737,0.052856,-0.983909,-1.213812
2012,0.042719,0.006459,-0.943705,-1.024071
2013,0.042706,0.017245,-0.837931,-0.969251
2014,0.042713,0.057034,-0.549943,-0.788761
2015,0.042694,0.004079,-0.517400,-0.581264
2016,0.042673,0.000072,-0.547161,-0.538686
2017,0.042657,0.009734,-0.444821,-0.543481
2018,0.042637,0.003999,-0.344410,-0.407647
2019,0.042627,0.021457,-0.182999,-0.329482
2020,0.042606,0.000624,-0.090410,-0.115390
2021,0.042585,0.001406,-0.166004,-0.128513
2022,0.042564,0.000004,-0.171323,-0.169207
2023,0.042544,0.001119,-0.078478,-0.111926
2024,0.042527,0.008525,-0.065360,-0.157689
2025,0.042508,0.003738,-0.031727,-0.092868
2026,0.042499,0.025988,0.113427,-0.047782
2027,0.042482,0.007967,0.190568,0.101313
2028,0.042466,0.009610,0.264219,0.166191
2029,0.042472,0.054347,0.450098,0.216973
2030,0.042455,0.007683,0.515532,0.427878
2031,0.042434,0.001329,0.391444,0.354986
2032,0.042421,0.016235,0.264798,0.392215
2033,0.042402,0.003634,0.340948,0.401234
2034,0.042412,0.061316,0.571753,0.324132
2035,0.042397,0.012534,0.649339,0.537385
2036,0.042384,0.015893,0.700774,0.574706
2037,0.042382,0.038174,0.795201,0.599820
2038,0.042362,0.002222,0.700636,0.747773
2039,0.042347,0.011348,0.716292,0.609767
2040,0.042376,0.102259,0.945103,0.625323
2041,0.042368,0.025604,1.050896,0.890885
2042,0.042348,0.001132,1.069724,1.036078
2043,0.042327,0.001526,1.035433,0.996369
2044,0.042312,0.010834,0.838574,0.942662
2045,0.042293,0.004214,0.773096,0.838009
2046,0.042287,0.028726,0.987740,0.818251
2047,0.042266,0.000834,0.984723,0.955845
2048,0.042270,0.049595,0.723548,0.946247
2049,0.042249,0.000224,0.649453,0.664431
2050,0.042231,0.004675,0.643061,0.574683
2051,0.042214,0.008217,0.516744,0.607393
2052,0.042194,0.000002,0.440514,0.439053
2053,0.042175,0.003728,0.511251,0.450197
2054,0.042155,0.001953,0.530062,0.485875
2055,0.042170,0.072950,0.282382,0.552474
2056,0.042150,0.001124,0.260913,0.294446
2057,0.042173,0.089209,0.698317,0.399638
2058,0.042153,0.001034,0.734115,0.766266
2059,0.042168,0.074043,0.403916,0.676024
2060,0.042148,0.000512,0.395657,0.373021
2061,0.042132,0.008949,0.389414,0.484015
2062,0.042112,0.001126,0.323408,0.356965
2063,0.042092,0.000034,0.308455,0.314320
2064,0.042123,0.105827,0.080812,0.406122
2065,0.042126,0.048355,-0.058424,0.161473
2066,0.042115,0.019515,-0.120504,0.019191
2067,0.042145,0.104095,-0.381818,-0.059181
2068,0.042133,0.018376,-0.539752,-0.404193
2069,0.042115,0.005633,-0.588626,-0.513572
2070,0.042120,0.052225,-0.769494,-0.540966
2071,0.042104,0.007771,-0.896430,-0.808279
2072,0.042091,0.016291,-0.644638,-0.772273
2073,0.042126,0.113763,-0.288690,-0.625977
2074,0.042112,0.013445,-0.243088,-0.359040
2075,0.042092,0.000544,-0.215430,-0.238754
2076,0.042085,0.027150,-0.068905,-0.233679
2077,0.042068,0.006866,-0.001284,-0.084144
2078,0.042047,0.000002,-0.017921,-0.016670
2079,0.042028,0.002126,-0.002861,-0.048972
2080,0.042013,0.010579,0.079518,-0.023335
2081,0.041999,0.012941,-0.069545,0.044214
2082,0.041985,0.012471,-0.165594,-0.053922
2083,0.042008,0.090221,0.103433,-0.196935
2084,0.041991,0.007679,0.158283,0.245910
2085,0.041971,0.000237,0.091159,0.106548
2086,0.041951,0.000782,0.024274,0.052230
2087,0.041998,0.138275,-0.257491,0.114362
2088,0.041978,0.000878,-0.232691,-0.262317
2089,0.041970,0.026012,-0.037415,-0.198699
2090,0.041953,0.005089,-0.133556,-0.062217
2091,0.041933,0.002114,-0.182599,-0.136619
2092,0.041914,0.002568,-0.071272,-0.121948
2093,0.041901,0.014516,-0.021223,-0.141704
2094,0.041883,0.003558,-0.092805,-0.033154
2095,0.041882,0.038890,-0.258862,-0.061656
2096,0.041862,0.001840,-0.272600,-0.229707
2097,0.041858,0.033867,-0.038681,-0.222710
2098,0.041843,0.009093,-0.149160,-0.053804
2099,0.042006,0.382718,-0.729711,-0.111069
2100,0.042078,0.193061,-1.129386,-0.689998
2101,0.042080,0.045314,-1.207643,-0.994772
2102,0.042060,0.001705,-1.119744,-1.161036
2103,0.042047,0.014905,-0.960526,-1.082613
2104,0.042038,0.021866,-0.824933,-0.972805
2105,0.042018,0.000291,-0.897017,-0.879955
2106,0.042068,0.147091,-1.295405,-0.911881
2107,0.042059,0.022482,-1.294625,-1.144686
2108,0.042123,0.176580,-0.895659,-1.315872
2109,0.042106,0.006923,-0.996347,-0.913141
2110,0.042087,0.002520,-1.035364,-0.985165
2111,0.042074,0.014630,-0.854863,-0.975818
2112,0.042113,0.124803,-1.112819,-0.759545
2113,0.042098,0.010178,-1.026972,-1.127856
2114,0.042126,0.099832,-0.661874,-0.977837
2115,0.042106,0.000692,-0.752533,-0.726233
2116,0.042107,0.043291,-0.551308,-0.759373
2117,0.042141,0.115012,-0.195411,-0.534545
2118,0.042123,0.004381,-0.247082,-0.313273
2119,0.042116,0.027426,-0.080689,-0.246296
2120,0.042180,0.175825,0.298146,-0.121169
2121,0.042236,0.160726,0.615683,0.214777
2122,0.042252,0.076778,0.828950,0.551860
2123,0.042232,0.000268,0.765425,0.749051
2124,0.042221,0.018299,0.884958,0.749682
2125,0.042210,0.019670,1.033356,0.893105
2126,0.042208,0.037587,0.812404,1.006276
2127,0.042192,0.008672,0.850846,0.757722
2128,0.042176,0.008712,0.974029,0.880689
2129,0.042158,0.003798,0.992162,0.930534
2130,0.042239,0.213551,1.360923,0.898807
2131,0.042250,0.065908,1.548604,1.291878
2132,0.042230,0.000066,1.426477,1.434583
2133,0.042211,0.000588,1.294384,1.318641
2134,0.042196,0.010649,1.064031,1.167225
2135,0.042176,0.000458,1.021597,1.043001
2136,0.042158,0.002840,0.946460,0.999756
2137,0.042141,0.006371,0.793137,0.872956
2138,0.042126,0.009639,0.853329,0.755152
2139,0.042117,0.022549,0.720369,0.870534
2140,0.042099,0.003758,0.696147,0.634842
2141,0.042106,0.058191,0.931248,0.690020
2142,0.042104,0.038673,0.697068,0.893723
2143,0.042125,0.085301,0.383862,0.675925
2144,0.042110,0.010577,0.525372,0.422528
2145,0.042091,0.002340,0.441155,0.489530
2146,0.042138,0.142798,0.048061,0.425948
2147,0.042121,0.005395,0.199854,0.126403
2148,0.042153,0.110933,0.570808,0.237742
2149,0.042150,0.035649,0.330001,0.518810
2150,0.042152,0.046443,0.051641,0.267147
2151,0.042133,0.000276,0.143459,0.160077
2152,0.042128,0.030669,-0.012890,0.162236
2153,0.042146,0.082728,-0.271795,0.015829
2154,0.042128,0.003064,-0.212786,-0.268138
2155,0.042127,0.039657,-0.349690,-0.150551
2156,0.042190,0.176868,-0.767492,-0.346935
2157,0.042172,0.004422,-0.873637,-0.807137
2158,0.042159,0.013555,-0.656642,-0.773067
2159,0.042140,0.002099,-0.538119,-0.583930
2160,0.042134,0.029226,-0.657711,-0.486755
2161,0.042118,0.007674,-0.591249,-0.678850
2162,0.042137,0.081697,-0.265589,-0.551417
2163,0.042125,0.016749,-0.190182,-0.319598
2164,0.042106,0.002000,-0.274675,-0.229955
2165,0.042089,0.005807,-0.336090,-0.259884
2166,0.042073,0.005989,-0.325222,-0.247834
2167,0.042089,0.077783,-0.099017,-0.377913
2168,0.042071,0.002990,-0.056855,-0.111538
2169,0.042087,0.075806,-0.358721,-0.083392
2170,0.042079,0.025253,-0.586502,-0.427590
2171,0.042060,0.001525,-0.474977,-0.514032
2172,0.042062,0.046655,-0.259920,-0.475919
2173,0.042043,0.001234,-0.287019,-0.251887
2174,0.042025,0.002548,-0.248796,-0.299274
2175,0.042020,0.029967,-0.061061,-0.234170
2176,0.042007,0.014620,-0.219202,-0.098291
2177,0.042028,0.087697,-0.543666,-0.247529
2178,0.042015,0.013768,-0.583787,-0.466450
2179,0.041998,0.004301,-0.640360,-0.574776
2180,0.042038,0.129408,-0.990780,-0.631047
2181,0.042082,0.137929,-1.269455,-0.898067
2182,0.042069,0.013067,-1.204271,-1.089960
2183,0.042074,0.054368,-0.912559,-1.145729
2184,0.042068,0.027194,-0.736859,-0.901766
2185,0.042056,0.016082,-0.894348,-0.767533
2186,0.042038,0.002822,-0.859708,-0.912833
2187,0.042088,0.152724,-0.423836,-0.814635
2188,0.042117,0.103548,-0.162316,-0.484104
2189,0.042126,0.062488,-0.046557,-0.296532
2190,0.042109,0.004310,-0.022534,-0.088184
2191,0.042090,0.001610,-0.000988,-0.041110
2192,0.042153,0.179956,0.445377,0.021165
2193,0.042170,0.078706,0.648932,0.368386
2194,0.042153,0.004459,0.575021,0.641796
2195,0.042197,0.139405,0.910391,0.537022
2196,0.042180,0.004272,0.881937,0.816578
2197,0.042210,0.107117,0.567344,0.894632
2198,0.042190,0.000394,0.531180,0.551032
2199,0.042224,0.115342,0.220295,0.559915
2200,0.042205,0.001611,0.209744,0.249886
2201,0.042220,0.074582,0.670024,0.396927
2202,0.042209,0.017580,0.595357,0.727948
2203,0.042190,0.001401,0.438315,0.475740
2204,0.042201,0.065947,0.724563,0.467763
2205,0.042194,0.026042,0.874611,0.713235
2206,0.042174,0.000031,0.828227,0.833804
2207,0.042169,0.030299,0.970689,0.796624
2208,0.042150,0.001151,0.938945,0.972875
2209,0.042173,0.091314,0.624168,0.926350
2210,0.042155,0.003135,0.664714,0.608725
2211,0.042136,0.000521,0.642361,0.619539
2212,0.042151,0.075856,0.303427,0.578845
2213,0.042132,0.000071,0.328479,0.336904
2214,0.042114,0.002171,0.444358,0.490953
2215,0.042095,0.000000,0.416239,0.415985
2216,0.042076,0.000458,0.389342,0.367953
2217,0.042083,0.057897,0.112135,0.352753
2218,0.042142,0.171564,-0.313531,0.100672
2219,0.042175,0.114086,-0.590257,-0.252490
2220,0.042158,0.005493,-0.554241,-0.480127
2221,0.042144,0.010486,-0.433415,-0.535816
2222,0.042163,0.085763,-0.631963,-0.339111
2223,0.042187,0.093550,-0.931759,-0.625900
2224,0.042171,0.007832,-0.950317,-0.861821
2225,0.042158,0.012496,-0.780524,-0.892311
2226,0.042141,0.005115,-0.777902,-0.706384
2227,0.042122,0.000826,-0.834799,-0.806053
2228,0.042113,0.020435,-0.689812,-0.832765
2229,0.042094,0.000499,-0.598054,-0.620381
2230,0.042078,0.006647,-0.624797,-0.543264
2231,0.042060,0.002498,-0.653975,-0.604000
2232,0.042044,0.005839,-0.727009,-0.650597
2233,0.042036,0.024087,-0.858120,-0.702922
2234,0.042045,0.062072,-1.001193,-0.752051
2235,0.042029,0.006688,-0.986967,-0.905185
2236,0.042010,0.000865,-0.949154,-0.919746
2237,0.041993,0.004387,-0.996967,-0.930732
2238,0.041976,0.002406,-0.900503,-0.949555
2239,0.041974,0.038274,-0.742001,-0.937640
2240,0.041980,0.055593,-0.546790,-0.782571
2241,0.041990,0.064502,-0.282934,-0.536907
2242,0.041972,0.000176,-0.327948,-0.314687
2243,0.041960,0.016230,-0.450120,-0.322722
2244,0.041972,0.069680,-0.141741,-0.405710
2245,0.041991,0.084648,0.199259,-0.091685
2246,0.041989,0.036740,0.329409,0.137733
2247,0.041976,0.013011,0.473327,0.359261
2248,0.042004,0.103900,0.722248,0.399912
2249,0.042094,0.244896,1.043106,0.548236
2250,0.042081,0.011256,1.069897,0.963801
2251,0.042077,0.033469,0.883313,1.066259
2252,0.042069,0.023597,0.981544,0.827931
2253,0.042093,0.096237,1.213745,0.903525
2254,0.042107,0.075165,1.417185,1.143022
2255,0.042118,0.065527,1.600435,1.344453
2256,0.042102,0.007130,1.426910,1.511348
2257,0.042111,0.061675,1.050428,1.298774
2258,0.042092,0.000033,1.078835,1.084596
2259,0.042085,0.024777,1.216581,1.059174
